regNum,signDate,price,fz,regionCode,customer_name,customer_inn,customer_kpp,supplier_name,supplier_inn,supplier_kpp,OKEI_code,OKEI_name,product_name,OKPD/OKDP_code,OKPD/OKDP_name,product_sum,product_price,product_quantity,link
1773411103515000107,2015-04-21 00:00:00,1653326.5,44,77,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ""КУРЧАТОВСКИЙ ИНСТИТУТ""",7734111035,773401001,"ООО ""Новые углеволоконные материалы""",7706746139,770601001,796,ШТ,"Детали крепежные и установочные и аналогичные изделия, из недрагоценных металлов",28.63.14.141,"Детали крепежные и установочные и аналогичные изделия для зданий (дверей, окон)",2556.0,319.5,8.0,http://clearspending.ru/contract/1773411103515000107
1330300510915000029,2015-05-29 00:00:00,27325.0,44,33,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 4 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ВЛАДИМИРСКОЙ ОБЛАСТИ""",3303005109,330301001,"Общество с ограниченной ответственностью ""ТехноДом""",3327845234,332701001,796,ШТ,Ручка - скоба Апекс HC-0905-25/200,28.63.14.141,"Детали крепежные и установочные и аналогичные изделия для зданий (дверей, окон)",15000.0,1250.0,12.0,http://clearspending.ru/contract/1330300510915000029
1773408619515000043,2015-03-19 00:00:00,305000.0,44,77,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ВСЕРОССИЙСКИЙ ЦЕНТР МЕДИЦИНЫ КАТАСТРОФ ""ЗАЩИТА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ",7734086195,773401001,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРАДЕМ""",7719790946,771801001,796,ШТ,Личинка для замка AVERS 60-65 мм,28.63.14.141,"Детали крепежные и установочные и аналогичные изделия для зданий (дверей, окон)",7000.0,350.0,20.0,http://clearspending.ru/contract/1773408619515000043
2762400192115000065,2015-04-30 00:00:00,272803.5,44,76,ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ЯРОСЛАВСКОЙ ОБЛАСТИ ПОШЕХОНСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА,7624001921,762401001,ООО 'ЯРСТРОЙМОНТАЖ',7604261417,760401001,876,УСЛ ЕД,"Детали крепежные и установочные и аналогичные изделия для зданий (дверей, окон)",28.63.14.141,"Детали крепежные и установочные и аналогичные изделия для зданий (дверей, окон)",12000.0,12000.0,1.0,http://clearspending.ru/contract/2762400192115000065
2380822186315000136,2015-04-28 00:00:00,73386.2,44,38,"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПРОТИВОПОЖАРНАЯ СЛУЖБА ИРКУТСКОЙ ОБЛАСТИ""",3808221863,380801001,"Общество с ограниченной ответственностью ""Орион""",3810048670,381001001,796,ШТ,Ручка дверная,28.63.14.141,"Детали крепежные и установочные и аналогичные изделия для зданий (дверей, окон)",5186.2,518.62,10.0,http://clearspending.ru/contract/2380822186315000136
2680500433715000045,2015-04-20 00:00:00,337768.6,44,68,"ТАМБОВСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ "" ИНЖАВИНСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА """,6805004337,680501001,Бородина Ольга Владимировна,682800195800,,796,ШТ,личинка к внутреннему замку,28.63.14.141,"Детали крепежные и установочные и аналогичные изделия для зданий (дверей, окон)",5900.0,295.0,20.0,http://clearspending.ru/contract/2680500433715000045
1672600749415000024,2015-03-24 00:00:00,125646.08,44,67,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 1 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО СМОЛЕНСКОЙ ОБЛАСТИ""",6726007494,672601001,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПЛЕКТ.РУ""",6730073860,673101001,796,ШТ,уголок нижний,28.63.14.141,"Детали крепежные и установочные и аналогичные изделия для зданий (дверей, окон)",519.68,32.48,16.0,http://clearspending.ru/contract/1672600749415000024
1672600749415000024,2015-03-24 00:00:00,125646.08,44,67,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 1 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО СМОЛЕНСКОЙ ОБЛАСТИ""",6726007494,672601001,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПЛЕКТ.РУ""",6730073860,673101001,796,ШТ,угловой удлинитель 1100,28.63.14.141,"Детали крепежные и установочные и аналогичные изделия для зданий (дверей, окон)",1829.44,114.34,16.0,http://clearspending.ru/contract/1672600749415000024
1672600749415000024,2015-03-24 00:00:00,125646.08,44,67,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 1 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО СМОЛЕНСКОЙ ОБЛАСТИ""",6726007494,672601001,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПЛЕКТ.РУ""",6730073860,673101001,006,М,профиль 506,28.63.14.141,"Детали крепежные и установочные и аналогичные изделия для зданий (дверей, окон)",3036.96,42.18,72.0,http://clearspending.ru/contract/1672600749415000024
1672600749415000024,2015-03-24 00:00:00,125646.08,44,67,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 1 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО СМОЛЕНСКОЙ ОБЛАСТИ""",6726007494,672601001,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПЛЕКТ.РУ""",6730073860,673101001,796,ШТ,уголок верхний,28.63.14.141,"Детали крепежные и установочные и аналогичные изделия для зданий (дверей, окон)",1008.32,63.02,16.0,http://clearspending.ru/contract/1672600749415000024
1592101586715000017,2015-02-27 00:00:00,189301.0,44,59,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 35 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ПЕРМСКОМУ КРАЮ""",5921015867,592101001,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АДЕПЛАСТ""",6652032133,665201001,006,М,Труба специальная для эркерных окон 6м,28.63.14.141,"Детали крепежные и установочные и аналогичные изделия для зданий (дверей, окон)",4650.0,155.0,30.0,http://clearspending.ru/contract/1592101586715000017
1592101586715000017,2015-02-27 00:00:00,189301.0,44,59,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 35 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ПЕРМСКОМУ КРАЮ""",5921015867,592101001,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АДЕПЛАСТ""",6652032133,665201001,796,ШТ,Металлический соединитель ADP 3-4 серия 40шт,28.63.14.141,"Детали крепежные и установочные и аналогичные изделия для зданий (дверей, окон)",6000.0,30.0,200.0,http://clearspending.ru/contract/1592101586715000017
1592101586715000017,2015-02-27 00:00:00,189301.0,44,59,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 35 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ПЕРМСКОМУ КРАЮ""",5921015867,592101001,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АДЕПЛАСТ""",6652032133,665201001,006,М,Соединитель Н-образный  6м,28.63.14.141,"Детали крепежные и установочные и аналогичные изделия для зданий (дверей, окон)",5280.0,22.0,240.0,http://clearspending.ru/contract/1592101586715000017
1583401474715000043,2015-04-23 00:00:00,25538.66,44,58,"федеральное казенное учреждение ""Исправительная колония № 4 Управления Федеральной службы исполнения наказаний по Пензенской области""",5834014747,583401001,"Общество с ограниченной ответственностью ""Корпорация ИнвестСтройТранс""",5835109624,583501001,796,ШТ,Цилиндр 35*45 мм AL (никелированный) 5 кл.,28.63.14.141,"Детали крепежные и установочные и аналогичные изделия для зданий (дверей, окон)",1093.6,273.4,4.0,http://clearspending.ru/contract/1583401474715000043
1583401474715000043,2015-04-23 00:00:00,25538.66,44,58,"федеральное казенное учреждение ""Исправительная колония № 4 Управления Федеральной службы исполнения наказаний по Пензенской области""",5834014747,583401001,"Общество с ограниченной ответственностью ""Корпорация ИнвестСтройТранс""",5835109624,583501001,796,ШТ,Декоративная накладка нижней петли рамы дл. бел.,28.63.14.141,"Детали крепежные и установочные и аналогичные изделия для зданий (дверей, окон)",13.32,3.33,4.0,http://clearspending.ru/contract/1583401474715000043
1583401474715000043,2015-04-23 00:00:00,25538.66,44,58,"федеральное казенное учреждение ""Исправительная колония № 4 Управления Федеральной службы исполнения наказаний по Пензенской области""",5834014747,583401001,"Общество с ограниченной ответственностью ""Корпорация ИнвестСтройТранс""",5835109624,583501001,796,ШТ,Штифт верхней петли,28.63.14.141,"Детали крепежные и установочные и аналогичные изделия для зданий (дверей, окон)",17.84,4.46,4.0,http://clearspending.ru/contract/1583401474715000043
1583401474715000043,2015-04-23 00:00:00,25538.66,44,58,"федеральное казенное учреждение ""Исправительная колония № 4 Управления Федеральной службы исполнения наказаний по Пензенской области""",5834014747,583401001,"Общество с ограниченной ответственностью ""Корпорация ИнвестСтройТранс""",5835109624,583501001,796,ШТ,Петля нижняя на створке КЗ/100,28.63.14.141,"Детали крепежные и установочные и аналогичные изделия для зданий (дверей, окон)",130.8,32.7,4.0,http://clearspending.ru/contract/1583401474715000043
1583401474715000043,2015-04-23 00:00:00,25538.66,44,58,"федеральное казенное учреждение ""Исправительная колония № 4 Управления Федеральной службы исполнения наказаний по Пензенской области""",5834014747,583401001,"Общество с ограниченной ответственностью ""Корпорация ИнвестСтройТранс""",5835109624,583501001,796,ШТ,Петля верхняя на раме КЗ/100,28.63.14.141,"Детали крепежные и установочные и аналогичные изделия для зданий (дверей, окон)",104.04,26.01,4.0,http://clearspending.ru/contract/1583401474715000043
